"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
216,"SORABOL","101 SPEAR ST A12","San Francisco","CA","94105","37.792577","-122.393992",""
217,"PROGRESSIVE GROUNDS","400 CORTLAND AVE ","San Francisco","CA","94110","37.739143","-122.417653",""
221,"NOODLE EXPRESS","1235 VAN NESS AVE ","San Francisco","CA","94109","37.787076","-122.421822",
226,"GRUMPY'S AMERICAN PUB","125 VALLEJO ST ","San Francisco","CA","94111","37.799594","-122.400586",""
230,"GLOBE EATS INC","290 PACIFIC AVE ","San Francisco","CA","94111","37.797738","-122.400603",""
231,"CAFFE PUCCINI","411 COLUMBUS AVE ","San Francisco","CA","94133","37.799087","-122.408488",""
234,"NEW MOON RESTAURANT","1247 STOCKTON ST ","San Francisco","CA","94133","37.797303","-122.408574",""
236,"GELATO CLASSICO ITALIAN ICE","576 UNION ST ","San Francisco","CA","94133","37.800543","-122.408784",""
239,"JUST WONTON","1241 VICENTE ST ","San Francisco","CA","94116","37.739063","-122.480409",""
240,"MIKI RESTAURANT","3639 BALBOA ST ","San Francisco","CA","94121","37.775663","-122.497949",""
247,"TOY BOAT DESSERT CAFE","401 CLEMENT ST ","San Francisco","CA","94118","37.782953","-122.46351",""
251,"BEANERY INC.","602 IRVING ST ","San Francisco","CA","94122","37.764148","-122.464391","+14155661090"
253,"ANN'S DONUT COFFEE SHOP","4488 MISSION ST ","San Francisco","CA","94112","37.725949","-122.433906","+14155331761"
256,"MARCHE CLUB OF S.F.","4346 MISSION  ","San Francisco","CA","94112","37.727983","-122.432101",""
258,"VIKINGS GIANT SUBMARINE","1300 OCEAN AVE ","San Francisco","CA","94112","37.72404","-122.456539","+14155334344"
260,"MONTEREY PIZZA","599 MONTEREY BLVD ","San Francisco","CA","94127","37.731523","-122.448711","+14155585858"
264,"MELT!","700 COLUMBUS AVE ","San Francisco","CA","94133","37.801203","-122.411412",""
267,"ASA SUSHI","2365 CHESTNUT ST ","San Francisco","CA","94123","37.800023","-122.442266",""
268,"LOS HERMANOS","2026 CHESTNUT ST ","San Francisco","CA","94123","37.800767","-122.436924",""
272,"ON THE BRIDGE","1581 WEBSTER ST #206","San Francisco","CA","94115","37.785227","-122.431472","+14155927765"
273,"HAI SUN RESTAURANT","3137 LAGUNA ST ","San Francisco","CA","94123","37.800133","-122.431064",""
275,"BEN & JERRY'S","170 O'FARRELL ST BASEMENT","San Francisco","CA","94102","37.786548","-122.407313",""
276,"CORSAGNA","1668 UNION ST ","San Francisco","CA","94123","37.79826","-122.426748","+14155770527"
279,"INGA DONUTS","1026 HYDE ST ","San Francisco","CA","94109","37.790347","-122.417227",""
281,"PARMA RESTAURANT","3314 STEINER ST ","San Francisco","CA","94123","37.799807","-122.437649","+14155560500"
283,"HAI KY MI GIA","707 ELLIS ST ","San Francisco","CA","94109","37.784193","-122.417967",""
286,"PUNJAB KABAB HOUSE","101 EDDY ST ","San Francisco","CA","94102","37.784303","-122.409647",""
290,"BISTRO AIX","3340 STEINER ST ","San Francisco","CA","94123","37.800187","-122.437756","+14155200100"
298,"BAMBOO RESTAURANT","1441 POLK ST ","San Francisco","CA","94109","37.790134","-122.420634",""
299,"YUKOL PLACE THAI CUISINE","2380 LOMBARD ST ","San Francisco","CA","94123","37.799287","-122.440624",""
300,"SUBWAY","2001 VAN NESS AVE ","San Francisco","CA","94109","37.794134","-122.423234","+14155779929"
302,"MOULIN ROUGE","887 GEARY ST ","San Francisco","CA","94109","37.786084","-122.417889",""
305,"PACIFIC CATCH","2027 CHESTNUT ST ","San Francisco","CA","94123","37.800763","-122.436536","+14155441950"
315,"THE POSH BAGEL","495A CASTRO ST","San Francisco","CA","94114","37.760954","-122.434935",""
318,"FIRST CUP","2911 VAN NESS AVE ","San Francisco","CA","94109","37.802454","-122.424854",""
320,"NAPOLI PIZZA RESTAURANT","1045 POLK ST ","San Francisco","CA","94109","37.786545","-122.419894","+14155882222"
323,"WAYO","1407 VAN NESS AVE ","San Francisco","CA","94109","37.788609","-122.42213","+14155478369"
325,"MIFUNE RESTAURANT","1737 POST ST ","San Francisco","CA","94115","37.785457","-122.430317","+14155920337"
326,"TEN ICHI RESTAURANT","2235 FILLMORE ST ","San Francisco","CA","94115","37.790333","-122.434144",""
328,"MIYAKO","1470 FILLMORE ST","San Francisco","CA","94115","37.783017","-122.432584",""
335,"POLKERS","2226 POLK ST ","San Francisco","CA","94109","37.797296","-122.421967",""
337,"GORDO TAQUERIA #2","1239 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
379,"GIANT SCOOP","2708 SAN BRUNO AVE ","San Francisco","CA","94134","37.727468","-122.403582","+14155465051"
380,"COFFEE CHOICE","310 03RD ST ","San Francisco","CA","94107","37.783517","-122.398668",
383,"KING LING","683 GEARY ST","San Francisco","CA","94102","37.786543","-122.414536",""
384,"RINCONSITO SALVADORENO","3829 MISSION ST ","San Francisco","CA","94110","37.73571","-122.424528",""
385,"REINA RESTAURANT","5479 MISSION ST ","San Francisco","CA","94112","37.712927","-122.444358",""
386,"ADELITA'S CAKES","3780 MISSION ST ","San Francisco","CA","94110","37.736304","-122.424432",""
389,"CAFE ELENA","1 MARKET ST ","San Francisco","CA","94105","37.794347","-122.394932",""
393,"SUPER STAR RESTAURANT","4919 MISSION ST B","San Francisco","CA","94112","37.719692","-122.438575",""
394,"SF MARRIOTT HOTEL PANTRY 5/F","55 04TH ST ","San Francisco","CA","94103","37.784964","-122.404752",""
395,"SF MARRIOTT HOTEL PANTRY 4/F","55 04TH ST ","San Francisco","CA","94103","37.784964","-122.404752",""
397,"SF MARRIOTT VIEW LOUNGE PANTRY","55 04TH ST ","San Francisco","CA","94103","37.784964","-122.404752",""
400,"COW HOLLOW CATERING","3301 LYON ST ","San Francisco","CA","94123","37.801401","-122.447857",
401,"STARBUCKS COFFEE","1 MARKET ST ","San Francisco","CA","94105","37.794347","-122.394932",""
403,"HAAGEN-DAZS #561","865 MARKET ST ","San Francisco","CA","94103","37.784317","-122.407563","+14155891550"
409,"EL FARO","82 01ST ST ","San Francisco","CA","94105","37.788613","-122.393894",""
413,"HOUSE OF HUNAN","2 TOWNSEND ST ","San Francisco","CA","94107","37.757923","-122.393914",""
415,"CAFE MADELEINE","43 O'FARRELL ST","San Francisco","CA","94108","37.786698","-122.405473",""
420,"BUSTER'S","366 COLUMBUS AVE ","San Francisco","CA","94133","37.798444","-122.407444",""
421,"CAFFE ROMA COFFEE ROASTING CO","526 COLUMBUS AVE ","San Francisco","CA","94133","37.799845","-122.409434",""
422,"MICHELANGELO CAFFE","579 COLUMBUS AVE ","San Francisco","CA","94133","37.800166","-122.410006",""
423,"ORALE ORALE INC","113 SACRAMENTO ST ","San Francisco","CA","94111","37.794501","-122.39716",""
424,"CHATZ","301 ARKANSAS ST ","San Francisco","CA","94107","37.762334","-122.398416",""
425,"MOCCA","175 MAIDEN LN ","San Francisco","CA","94108","37.788011","-122.406252",""
428,"CAFFE AMBROSIA","14 TRINITY PL ","San Francisco","CA","94104","37.790109","-122.402597",""
429,"CALZONE'S","430 COLUMBUS AVE ","San Francisco","CA","94133","37.798965","-122.408204",""
430,"ROSE PISTOLA","532 COLUMBUS AVE ","San Francisco","CA","94133","37.799915","-122.409544",""
431,"BOHEMIAN CIGAR STORE","566 COLUMBUS AVE ","San Francisco","CA","94133","37.800135","-122.409854",""
435,"VIENI-VIENI","1431 STOCKTON ST ","San Francisco","CA","94133","37.798914","-122.408885",""
436,"NORTH BEACH RESTAURANT","1512 STOCKTON ST ","San Francisco","CA","94133","37.799646","-122.408939",""
438,"HAWAII WEST","729 VALLEJO ST ","San Francisco","CA","94133","37.798494","-122.409337",""
442,"MY CANH RESTAURANT","626 BROADWAY ST ","San Francisco","CA","94133","37.797828","-122.407474",""
443,"THE STINKING ROSE","325 COLUMBUS AVE ","San Francisco","CA","94133","37.798306","-122.407327",""
444,"VESUVIO CAFE","255 COLUMBUS AVE ","San Francisco","CA","94133","37.797468","-122.406147",""
447,"L'OSTERIA DEL FORNO","519 COLUMBUS AVE ","San Francisco","CA","94133","37.799837","-122.409517",""
448,"YUET LEE RESTAURANT","1300 STOCKTON ST ","San Francisco","CA","94133","37.797817","-122.408597",""
462,"GARDEN OF EDEN","529 BROADWAY ST ","San Francisco","CA","94133","37.797933","-122.406018",""
463,"SAM'S PIZZA","618 BROADWAY ST ","San Francisco","CA","94133","37.797828","-122.407444",""
468,"TAQUERIA ZORRO","308 COLUMBUS AVE ","San Francisco","CA","94133","37.798065","-122.406855",""
469,"VIVA PIZZA RESTAURANT","318 COLUMBUS AVE ","San Francisco","CA","94133","37.798065","-122.406855",""
470,"FRANCHINO","347 COLUMBUS AVE ","San Francisco","CA","94133","37.798427","-122.407507",""
473,"CAFFE GRECO","423 COLUMBUS AVE ","San Francisco","CA","94133","37.79886","-122.408204",""
475,"MARA'S","503 COLUMBUS AVE ","San Francisco","CA","94133","37.799501","-122.409084",""
477,"IL POLLAIO","555 COLUMBUS AVE ","San Francisco","CA","94133","37.800036","-122.409817",""
479,"RISTORANTE IDEALE","1309 GRANT AVE ","San Francisco","CA","94133","37.799003","-122.407274",""
480,"MO'S GRILL","1322 GRANT AVE ","San Francisco","CA","94133","37.799058","-122.407217",""
483,"MAYKADEH RESTAURANT","470 GREEN ST ","San Francisco","CA","94133","37.799758","-122.407113",""
484,"COLUMBUS CAFE","562 GREEN ST ","San Francisco","CA","94133","37.799598","-122.408394",""
485,"SILVERHAT BAR, INC","678 GREEN ST ","San Francisco","CA","94133","37.799388","-122.410223",""
486,"TOMMASO","1042 KEARNY ST ","San Francisco","CA","94133","37.797398","-122.405322",""
488,"THE HOUSE","1230 GRANT AVE ","San Francisco","CA","94133","37.798519","-122.407071",""
489,"DOL-HO RESTAURANT","808 PACIFIC AVE ","San Francisco","CA","94133","37.796718","-122.408714",""
494,"SAN FRANCISCO ATHLETIC CLUB","1630 STOCKTON ST ","San Francisco","CA","94133","37.800897","-122.409189",""
495,"CINECITTA","663 UNION ST ","San Francisco","CA","94133","37.800254","-122.410447",""
496,"CAFFE TRIESTE","601 VALLEJO ST ","San Francisco","CA","94133","37.798744","-122.407408",""
500,"ROXANNE CAFE","570 POWELL ST","San Francisco","CA","94108","37.790003","-122.408688",""
502,"COURTYARD BY MARRIOTT-COFFEE SHOP","299 02ND ST ","San Francisco","CA","94105","37.785614","-122.396693",""
503,"KIJI RESTAURANT","1009 GUERRERO ST","San Francisco","CA","94110","37.754923","-122.423126",""
505,"QUICKLY","5301 MISSION ST ","San Francisco","CA","94112","37.714458","-122.44277",""
507,"VIKING'S GIANT SUB","2906 DIAMOND ST ","San Francisco","CA","94131","37.733449","-122.434241",""
508,"VICTORIA'S PIZZERIA","3605 BALBOA ST ","San Francisco","CA","94121","37.775653","-122.497387",""
509,"CAFE BAKERY","1365 12 ST ","San Francisco","CA","94122","37.75409","-122.478248",""
510,"DONUT TIME","2401 NORIEGA ST ","San Francisco","CA","94122","37.753633","-122.48954",""
519,"SHERATON PALACE - EMP.  CAFETERIA","2 NEW MONTGOMERY ST ","San Francisco","CA","94105","37.788286","-122.401543",""
520,"DAILY HEALTH","1235 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
521,"CALIFORNIA CRISP","3251 20TH AVE ","San Francisco","CA","94132","37.728497","-122.475639","+14155564254"
522,"BOUDIN SOURDOUGH BAKERY","3251 20TH AVE ","San Francisco","CA","94132","37.728497","-122.475639","+14155561849"
527,"MELISA'S CHINESE CUISINE","0450 BALBOA ST ","San Francisco","CA","94118","37.777292","-122.463496",""
529,"NIZARIO'S PIZZA","3840 GEARY BLVD ","San Francisco","CA","94118","37.781278","-122.460661",""
538,"MARNEE THAI RESTAURANT","2225 IRVING ST ","San Francisco","CA","94122","37.763343","-122.481809",""
539,"EL SALVADOR RESTAURANT","2278 MISSION ST ","San Francisco","CA","94110","37.760579","-122.41932",
542,"HAMBURGER HAVEN","800 CLEMENT ST ","San Francisco","CA","94118","37.782799","-122.467852",""
544,"THAI TIME RESTAURANT","315 08TH AVE ","San Francisco","CA","94118","37.782534","-122.466615","+14155387992"
547,"LITTLE HENRY'S","3600 BALBOA ST ","San Francisco","CA","94121","37.775728","-122.497522",""
551,"GORDO TAQUERIA #1","2252 CLEMENT ST ","San Francisco","CA","94121","37.782107","-122.483631",""
552,"LOI'S VIETNAMESE RESTAURANT","2228 IRVING ST ","San Francisco","CA","94122","37.763428","-122.481736",""
557,"KATIA'S","600 05TH AVE ","San Francisco","CA","94118","37.77721","-122.462874","+14155669292"
558,"CAJUN PACIFIC","4542 IRVING ST ","San Francisco","CA","94122","37.762304","-122.506543",""
562,"DESTINO RESTAURANT","1815 MARKET ST ","San Francisco","CA","94103","37.771437","-122.423892","+14155649016"
567,"SAN FRANCISCO SOUP COMPANY","1 MARKET ST ","San Francisco","CA","94105","37.794347","-122.394932",""
573,"MUFFIN'S MUFFIN","123 02ND ST ","San Francisco","CA","94105","37.787755","-122.399372",""
580,"TACO LOS ALTOS","737 CORTLAND AVE ","San Francisco","CA","94110","37.738979","-122.414971",""
587,"NEW TSING TAO RESTAURANT","811 ULLOA ST ","San Francisco","CA","94127","37.740654","-122.465389","+14155569559"
588,"BURRITO EXPRESS","1601 TARAVAL ST ","San Francisco","CA","94116","37.742673","-122.48334",""
589,"WON TON HOUSE","1325 NORIEGA ST ","San Francisco","CA","94122","37.754106","-122.477841",""
591,"YOU SEE SUSHI","94 JUDAH ST ","San Francisco","CA","94122","37.762378","-122.462692","+14155684010"
597,"CAFFE DEL SOLE","4342 CALIFORNIA ST ","San Francisco","CA","94118","37.785068","-122.464194",""
606,"TSING TAO RESTAURANT","3107 CLEMENT ST ","San Francisco","CA","94121","37.781624","-122.492609",""
610,"POMELO","92 JUDAH ST ","San Francisco","CA","94122","37.762378","-122.462692","+14155736175"
615,"J & A RESTAURANT","5712 MISSION ST ","San Francisco","CA","94112","37.709857","-122.449709","+14155336688"
619,"A-1 BAKERY","1727 OCEAN AVE ","San Francisco","CA","94112","37.724824","-122.460726","+14155586923"
625,"CALIFORNIA TENNIS CLUB","2455 BUSH ST ","San Francisco","CA","94115","37.786463","-122.437657",""
627,"EDDIES CAFE","800 DIVISADERO ST ","San Francisco","CA","94117","37.776898","-122.438098",""
628,"EL BURRITO EXPRESS #2","1812 DIVISADERO ST ","San Francisco","CA","94115","37.786407","-122.440057",""
631,"SUBWAY SANDWICHES & SALADS","1500 FILLMORE ST ","San Francisco","CA","94115","37.78332","-122.432647",""
634,"KING LEE'S RESTAURANT","1426A FILLMORE ST ","San Francisco","CA","94115","37.782632","-122.432504",""
639,"SWAN OYSTER DEPOT","1517 POLK ST ","San Francisco","CA","94109","37.790734","-122.420783",""
642,"ANDERSEN BAKERY","1737 POST ST ","San Francisco","CA","94115","37.785457","-122.430317","+14155565712"
645,"TAN-TAN","1825 POST ST #223","San Francisco","CA","94115","37.785274","-122.431918","+14155346260"
659,"GOLDEN COFFEE","901 SUTTER ST ","San Francisco","CA","94109","37.788322","-122.415218",""
665,"BRAZEN HEAD RESTAURANT","3166 BUCHANAN ST ","San Francisco","CA","94123","37.799218","-122.432517",""
670,"VIKINGS GIANT SUBMARINE SANDWICHES","1418 LOMBARD ST ","San Francisco","CA","94123","37.801334","-122.424905",""
687,"KITCHEN KURA","1525 IRVING ST ","San Francisco","CA","94122","37.763638","-122.474196","+14155732054"
691,"MARINA SUBMARINE","2299 UNION ST ","San Francisco","CA","94123","37.796893","-122.436847",
695,"BARBARY COAST PASTRY & COFFEE","55 CYRIL MAGNIN ST ","San Francisco","CA","94102","37.784965","-122.408614",""
696,"NEW YORK NEW YORK PIZZA KITCHEN","127 EDDY ST","San Francisco","CA","94102","37.784303","-122.409647",""
703,"THEM KY RESTAURANT","717 ELLIS ST ","San Francisco","CA","94109","37.784193","-122.417967",""
709,"MONG THU COFFEE SHOP","248 HYDE ST","San Francisco","CA","94102","37.783041","-122.415719",""
726,"BEN WAH RESTAURANT","2786 CALIFORNIA ST ","San Francisco","CA","94115","37.788138","-122.440174",""
727,"FOOD INC.","2800 CALIFORNIA ST ","San Francisco","CA","94115","37.788068","-122.440705",""
728,"CUMAICA COFFEE COMPANY","2800 CALIFORNIA","San Francisco","CA","94115","37.788068","-122.440705",""
729,"ASHOKA INDIAN CUISINE","2034 CHESTNUT ST ","San Francisco","CA","94123","37.800758","-122.437024",""
741,"MOZZARELLA DI BUFALA PIZZERIA II","069 WEST PORTAL AVE ","San Francisco","CA","94127","37.740052","-122.466544","+14155668900"
744,"CAFE BELLINI","865 MARKET ST C45","San Francisco","CA","94103","37.784317","-122.407563","+14155341075"
750,"123 DELI - LEE'S","123 MISSION ST ","San Francisco","CA","94105","37.788613","-122.393894",""
754,"EDUCATED PALATE RESTAURANT","800 MISSION ST ","San Francisco","CA","94103","37.784323","-122.404549","+14155266510"
758,"BAKERY/ICE CREAM/STOREROOM","2 NEW MONTGOMERY ST ","San Francisco","CA","94105","37.788286","-122.401543",""
759,"KYO-YA RESTAURANT","2 NEW MONTGOMERY ST ","San Francisco","CA","94105","37.788286","-122.401543",""
760,"TART TO TART","90 NEW MONTGOMERY ST ","San Francisco","CA","94105","37.787598","-122.40071",""
765,"APERTO RESTAURANT","1434 18TH ST ","San Francisco","CA","94107","37.762568","-122.397192",""
768,"MOSHI MOSHI","2092 03RD ST ","San Francisco","CA","94107","37.763187","-122.388895",""
770,"CROWN DONUTS","4000 03RD ST ","San Francisco","CA","94124","37.741041","-122.388652",""
773,"MARIPOSA HUNTERS POINT YACHT CLUB","405 TERRY FRANCOIS BLVD ","San Francisco","CA","94107","37.77325","-122.387222",
774,"BAY VIEW BOAT CLUB","429 TERRY FRANCOIS ST","San Francisco","CA","94107","37.772667","-122.387032",""
786,"PIPERADE","1015 BATTERY ST ","San Francisco","CA","94111","37.800674","-122.401484",""
790,"PAUL MART","10 LOMBARD ST ","San Francisco","CA","94111","37.804211","-122.402341",""
792,"BOUDIN BAKERY","PIER 39  FRONT","San Francisco","CA","94133","37.791924","-122.398588",""
795,"BEN & JERRY'S","PIER 41","San Francisco","CA","94133","37.808494","-122.412",""
796,"HUNAN RESTAURANT","924 SANSOME ST ","San Francisco","CA","94111","37.798987","-122.402307",""
798,"SUSHI RAPTURE","1400 LEAVENWORTH ST ","San Francisco","CA","94109","37.793997","-122.416267",""
799,"COURTYARD BY MARRIOTT AT FISHERMAN'S WHARF","580 BEACH ST ","San Francisco","CA","94133","37.806964","-122.41862",""
805,"MAGIC WOK","84 09TH ST ","San Francisco","CA","94103","37.774722","-122.406761","+14155700128"
809,"TRIPTYCH","1155 FOLSOM ST ","San Francisco","CA","94103","37.775797","-122.409002","+14155283287"
811,"EDEN PLAZA CAFE","600 HARRISON ST ","San Francisco","CA","94107","37.783954","-122.395699",""
816,"B & J QUARTER POUNDER BURGERS","6202 03RD ST ","San Francisco","CA","94124","37.722374","-122.395841",""
821,"LA SANTANECA","3781 MISSION ST ","San Francisco","CA","94110",,,""
824,"BABY'S EATERY AND PALABOK","4609 MISSION ST ","San Francisco","CA","94112","37.724579","-122.434879",""
826,"ANGELINA'S DELI-CAFE & CATERING","6000 CALIFORNIA ST ","San Francisco","CA","94121","37.784038","-122.481982",""
827,"TAQUERIA EL FAROLITO NO. 2","4817 MISSION ST ","San Francisco","CA","94112","37.721251","-122.437385",""
830,"LOS PLANES DE RENDEROS","12 PERSIA AVE ","San Francisco","CA","94112","37.723078","-122.435966",""
835,"KAM PO KITCHEN","801 BROADWAY ST ","San Francisco","CA","94133","37.797223","-122.410513",""
840,"MOLINARI DELICATESSEN","373 COLUMBUS AVE ","San Francisco","CA","94133","37.798556","-122.407707",
842,"DA FLORA","701 COLUMBUS AVE ","San Francisco","CA","94133","37.801086","-122.411411",""
843,"ESTIA RESTAURANT","1224 GRANT AVE ","San Francisco","CA","94133","37.798328","-122.407067",""
845,"CAFE JACQUELINE","1454 GRANT AVE ","San Francisco","CA","94133","37.800428","-122.407517","+14155985565"
847,"GOLDEN BOY PIZZA","542 GREEN ST ","San Francisco","CA","94133","37.799648","-122.408033",""
850,"CAFFE SPORT","574 GREEN ST ","San Francisco","CA","94133","37.799588","-122.408514",""
852,"NEW HOLLYWOOD BAKERY & RESTAURANT","652 PACIFIC AVE ","San Francisco","CA","94133",,,""
854,"FIRENZE BY NIGHT","1421 STOCKTON ST","San Francisco","CA","94133","37.798914","-122.408885",""
856,"DELFINA RESTAURANT","3621 18TH ST ","San Francisco","CA","94110","37.761514","-122.424318","+14155554094"
860,"CUP A JOE COFFEEHOUSE","896 SUTTER ST ","San Francisco","CA","94109","37.788438","-122.414994",""
870,"YAN'S KITCHEN","57 COLUMBUS AVE ","San Francisco","CA","94111","37.796208","-122.404308",""
873,"THE COFFEE ROASTER, INC.","536 DAVIS ST ","San Francisco","CA","94111","37.79739","-122.398319",""
874,"PANCHO'S SALSA BAR & GRILL","1639 POLK ST ","San Francisco","CA","94109","37.792093","-122.421024",""
876,"PATPONG THAI CUISINE, INC.","2415 CLEMENT ST ","San Francisco","CA","94121","37.781973","-122.48522",""
880,"DELICIOUS DIM SUM","752 JACKSON ST ","San Francisco","CA","94133","37.795974","-122.407574",""
884,"HOUSE OF NANKING","919 KEARNY ST ","San Francisco","CA","94133","37.796463","-122.405224",""
886,"LE PETIT CAFE","1 MARITIME PLAZA  ","San Francisco","CA","94111","37.795227","-122.39914",""
